CellSize:7.0,
X,Y,Stars,Label,Col,
7,10,0,Super Nova,-2231822,
7,11,0,Super Nova,-2231822,
7,12,0,Super Nova,-2231822,
7,13,0,Super Nova,-2231822,
7,14,0,Super Nova,-2231822,
7,15,0,Super Giant,-5113968,
7,16,0,Super Giant,-5113968,
7,17,0,Super Giant,-5113968,
7,18,0,Super Giant,-5113968,
7,19,0,Super Giant,-5113968,
7,20,0,Super Giant,-5113968,
7,21,0,Super Giant,-5113968,
7,22,0,Super Giant,-5113968,
7,23,0,Super Giant,-5113968,
7,24,0,Super Giant,-5113968,
7,25,0,Super Giant,-5113968,
7,26,0,Super Giant,-5113968,
7,27,0,Star,-1,
7,28,0,Star,-1,
7,29,0,Star,-1,
7,30,0,Star,-1,
7,31,0,Star,-1,
7,32,0,Star,-1,
7,33,0,Star,-1,
7,34,0,Star,-1,
7,35,0,Star,-1,
7,36,0,Star,-1,
7,37,0,Star,-1,
7,38,0,Star,-1,
7,39,0,Star,-1,
7,40,0,Star,-1,
7,41,0,Star,-1,
7,42,0,Star,-1,
7,43,0,Star,-1,
7,44,0,Star,-1,
7,45,0,Star,-1,
7,46,0,Star,-1,
7,47,0,Star,-1,
7,48,0,Star,-1,
7,49,0,Star,-1,
7,50,0,Star,-1,
7,51,0,Star,-1,
7,52,0,Star,-1,
7,53,0,Star,-1,
7,54,0,Star,-1,
7,55,0,Star,-1,
7,56,0,Star,-1,
7,57,0,Star,-1,
7,58,0,Star,-1,
7,59,0,Star,-1,
7,60,0,Star,-1,
7,61,0,Star,-1,
7,62,0,Star,-1,
7,63,0,Star,-1,
7,64,0,Star,-1,
7,65,0,Dwarf,-278061,
7,66,0,Dwarf,-278061,
7,67,0,Dwarf,-278061,
7,68,0,Dwarf,-278061,
7,69,0,Dwarf,-278061,
7,70,0,Dwarf,-278061,
7,71,0,Dwarf,-278061,
7,72,0,Dwarf,-278061,
7,73,0,Dwarf,-278061,
7,74,0,Dwarf,-278061,
7,75,0,Dwarf,-278061,
7,76,0,Dwarf,-278061,
7,77,0,Dwarf,-278061,
7,78,0,Dwarf,-278061,
7,79,0,Dwarf,-278061,
7,80,0,Dwarf,-278061,
7,81,0,Dwarf,-278061,
7,82,0,Dwarf,-278061,
7,83,0,Dwarf,-278061,
7,84,0,Dwarf,-278061,
7,85,0,Dwarf,-278061,
7,86,0,Dwarf,-278061,
7,87,0,Dwarf,-278061,
7,88,0,Dwarf,-278061,
7,89,0,Star,-1,
7,90,0,Star,-1,
7,91,0,Star,-1,
7,92,0,Star,-1,
7,93,0,Star,-1,
7,94,0,Star,-1,
7,95,0,Star,-1,
7,96,0,Star,-1,
7,97,0,Star,-1,
7,98,0,Star,-1,
7,99,0,Star,-1,
7,100,0,Star,-1,
7,101,0,Star,-1,
7,102,0,Star,-1,
7,103,0,Star,-1,
7,104,0,Star,-1,
7,105,0,Star,-1,
7,106,0,Star,-1,
7,107,0,Star,-1,
7,108,0,Star,-1,
8,0,0,Super Nova,-2231822,
8,1,0,Super Nova,-2231822,
8,2,0,Super Nova,-2231822,
8,3,0,Super Nova,-2231822,
8,4,0,Super Nova,-2231822,
8,5,0,Super Nova,-2231822,
